___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  23  28 -135.00  -35.00        1.6699
  24  28 -133.00  -35.00        1.7207
  25  28 -131.00  -35.00        1.7190
  26  28 -129.00  -35.00        1.6713
  27  28 -127.00  -35.00        1.6236
  28  28 -125.00  -35.00        1.4830
  29  28 -123.00  -35.00        1.3970
  30  28 -121.00  -35.00        1.3110
  31  28 -119.00  -35.00        1.1839
  32  28 -117.00  -35.00        1.1132
  33  28 -115.00  -35.00        1.0425
  34  28 -113.00  -35.00        0.9840
  35  28 -111.00  -35.00        0.9749
  36  28 -109.00  -35.00        0.9659
  37  28 -107.00  -35.00        0.8825
  38  28 -105.00  -35.00        0.7567
  39  28 -103.00  -35.00        0.6309
  40  28 -101.00  -35.00        0.4198
  41  28  -99.00  -35.00        0.3239
  42  28  -97.00  -35.00        0.2279
  43  28  -95.00  -35.00        0.1382
  44  28  -93.00  -35.00        0.0882
  45  28  -91.00  -35.00        0.0382
  46  28  -89.00  -35.00       -0.0037
  47  28  -87.00  -35.00        0.0612
  48  28  -85.00  -35.00        0.1260
  49  28  -83.00  -35.00        0.1702
  50  28  -81.00  -35.00        0.0732
  51  28  -79.00  -35.00       -0.0238
  52  28  -77.00  -35.00       -0.2621
  53  28  -75.00  -35.00       -0.2539
  54  28  -73.00  -35.00       -0.2456
  55  28  -71.00  -35.00        0.4209
  56  28  -69.00  -35.00        0.5146
  57  28  -67.00  -35.00        0.6082
  58  28  -65.00  -35.00        0.3477
  59  28  -63.00  -35.00        0.7193
  60  28  -61.00  -35.00        1.0909
  61  28  -59.00  -35.00        1.1281
  62  28  -57.00  -35.00        1.1831
  63  28  -55.00  -35.00        1.2381
  64  28  -53.00  -35.00        1.9204
  65  28  -51.00  -35.00        1.6101
  66  28  -49.00  -35.00        1.2997
  67  28  -47.00  -35.00        0.9764
  68  28  -45.00  -35.00        0.8943
  69  28  -43.00  -35.00        0.8122
  70  28  -41.00  -35.00        0.7253
  71  28  -39.00  -35.00        0.6605
  72  28  -37.00  -35.00        0.5957
  73  28  -35.00  -35.00        0.5063
  74  28  -33.00  -35.00        0.5334
  75  28  -31.00  -35.00        0.5605
  76  28  -29.00  -35.00        0.6935
  77  28  -27.00  -35.00        0.7561
  78  28  -25.00  -35.00        0.8188
  79  28  -23.00  -35.00        0.8603
  80  28  -21.00  -35.00        0.8738
  81  28  -19.00  -35.00        0.8873
  82  28  -17.00  -35.00        0.9107
  83  28  -15.00  -35.00        0.9315
  84  28  -13.00  -35.00        0.9523
  85  28  -11.00  -35.00        0.9418
  86  28   -9.00  -35.00        0.8861
  87  28   -7.00  -35.00        0.8305
  88  28   -5.00  -35.00        0.6996
  89  28   -3.00  -35.00        0.6520
  90  28   -1.00  -35.00        0.6045
  91  28    1.00  -35.00        0.5655
  92  28    3.00  -35.00        0.5872
  93  28    5.00  -35.00        0.6088
  94  28    7.00  -35.00        0.7457
  95  28    9.00  -35.00        0.8789
  96  28   11.00  -35.00        1.0120
  97  28   13.00  -35.00        1.1592
  98  28   15.00  -35.00        1.0908
  99  28   17.00  -35.00        1.0223
 100  28   19.00  -35.00        0.4809
 101  28   21.00  -35.00        0.3859
 102  28   23.00  -35.00        0.2909
 103  28   25.00  -35.00        0.6331
 104  28   27.00  -35.00        0.5398
 105  28   29.00  -35.00        0.4466
 106  28   31.00  -35.00        0.4718
 107  28   33.00  -35.00        0.4516
 108  28   35.00  -35.00        0.4314
 109  28   37.00  -35.00        0.3683
 110  28   39.00  -35.00        0.3489
 111  28   41.00  -35.00        0.3295
 112  28   43.00  -35.00        0.3318
 113  28   45.00  -35.00        0.3725
 114  28   47.00  -35.00        0.4132
 115  28   49.00  -35.00        0.5357
 116  28   51.00  -35.00        0.6357
 117  28   53.00  -35.00        0.7358
 118  28   55.00  -35.00        0.9428
 119  28   57.00  -35.00        1.0918
 120  28   59.00  -35.00        1.2409
 121  28   61.00  -35.00        1.4530
 122  28   63.00  -35.00        1.5577
 123  28   65.00  -35.00        1.6625
 124  28   67.00  -35.00        1.7718
 125  28   69.00  -35.00        1.7753
 126  28   71.00  -35.00        1.7789
 127  28   73.00  -35.00        1.6876
 128  28   75.00  -35.00        1.6289
 129  28   77.00  -35.00        1.5703
 130  28   79.00  -35.00        1.4730
 131  28   81.00  -35.00        1.3509
 132  28   83.00  -35.00        1.2287
 133  28   85.00  -35.00        0.9803
 134  28   87.00  -35.00        0.8768
 135  28   89.00  -35.00        0.7734
 136  28   91.00  -35.00        0.6614
 137  28   93.00  -35.00        0.5848
 138  28   95.00  -35.00        0.5082
 139  28   97.00  -35.00        0.4020
 140  28   99.00  -35.00        0.3599
 141  28  101.00  -35.00        0.3178
 142  28  103.00  -35.00        0.2299
 143  28  105.00  -35.00        0.1562
 144  28  107.00  -35.00        0.0824
 145  28  109.00  -35.00       -0.0198
 146  28  111.00  -35.00       -0.1069
 147  28  113.00  -35.00       -0.1940
 148  28  115.00  -35.00        0.1343
 149  28  117.00  -35.00       -0.0751
 150  28  119.00  -35.00       -0.2845
 151  28  121.00  -35.00       -0.6569
 152  28  123.00  -35.00       -0.2984
 153  28  125.00  -35.00        0.0602
 154  28  127.00  -35.00        0.2114
 155  28  129.00  -35.00        0.3021
 156  28  131.00  -35.00        0.3928
 157  28  133.00  -35.00        0.5281
 158  28  135.00  -35.00        0.3423
 159  28  137.00  -35.00        0.1566
 160  28  139.00  -35.00        0.0544
 161  28  141.00  -35.00        0.0356
 162  28  143.00  -35.00        0.0167
 163  28  145.00  -35.00       -0.3146
 164  28  147.00  -35.00       -0.2782
 165  28  149.00  -35.00       -0.2417
 166  28  151.00  -35.00       -0.2799
 167  28  153.00  -35.00        0.1535
 168  28  155.00  -35.00        0.5870
 169  28  157.00  -35.00        0.6245
 170  28  159.00  -35.00        0.6696
 171  28  161.00  -35.00        0.7147
 172  28  163.00  -35.00        0.8127
 173  28  165.00  -35.00        0.8589
 174  28  167.00  -35.00        0.9051
 175  28  169.00  -35.00        0.9806
 176  28  171.00  -35.00        1.0368
 177  28  173.00  -35.00        1.0930
 178  28  175.00  -35.00        1.4659
 179  28  177.00  -35.00        1.2959
 180  28  179.00  -35.00        1.1259
   1  29 -179.00  -33.00        1.1694
   2  29 -177.00  -33.00        1.1980
   3  29 -175.00  -33.00        1.2267
   4  29 -173.00  -33.00        1.2511
   5  29 -171.00  -33.00        1.2577
   6  29 -169.00  -33.00        1.2643
   7  29 -167.00  -33.00        1.2904
   8  29 -165.00  -33.00        1.3107
   9  29 -163.00  -33.00        1.3310
  10  29 -161.00  -33.00        1.3460
  11  29 -159.00  -33.00        1.3510
  12  29 -157.00  -33.00        1.3560
  13  29 -155.00  -33.00        1.3731
  14  29 -153.00  -33.00        1.3943
  15  29 -151.00  -33.00        1.4155
  16  29 -149.00  -33.00        1.4257
  17  29 -147.00  -33.00        1.4584
  18  29 -145.00  -33.00        1.4912
  19  29 -143.00  -33.00        1.5686
  20  29 -141.00  -33.00        1.6348
  21  29 -139.00  -33.00        1.7011
  22  29 -137.00  -33.00        1.8313
  23  29 -135.00  -33.00        1.8768
  24  29 -133.00  -33.00        1.9224
  25  29 -131.00  -33.00        1.9115
  26  29 -129.00  -33.00        1.8450
  27  29 -127.00  -33.00        1.7785
  28  29 -125.00  -33.00        1.6004
  29  29 -123.00  -33.00        1.5029
  30  29 -121.00  -33.00        1.4054
  31  29 -119.00  -33.00        1.2577
  32  29 -117.00  -33.00        1.1644
  33  29 -115.00  -33.00        1.0712
  34  29 -113.00  -33.00        0.9685
  35  29 -111.00  -33.00        0.9394
  36  29 -109.00  -33.00        0.9104
  37  29 -107.00  -33.00        0.8152
  38  29 -105.00  -33.00        0.6885
  39  29 -103.00  -33.00        0.5617
  40  29 -101.00  -33.00        0.3553
  41  29  -99.00  -33.00        0.2611
  42  29  -97.00  -33.00        0.1670
  43  29  -95.00  -33.00        0.0690
  44  29  -93.00  -33.00        0.0253
  45  29  -91.00  -33.00       -0.0184
  46  29  -89.00  -33.00       -0.0560
  47  29  -87.00  -33.00       -0.0121
  48  29  -85.00  -33.00        0.0318
  49  29  -83.00  -33.00        0.0419
  50  29  -81.00  -33.00       -0.0672
  51  29  -79.00  -33.00       -0.1763
  52  29  -77.00  -33.00       -0.4195
  53  29  -75.00  -33.00       -0.5473
  54  29  -73.00  -33.00       -0.6751
  55  29  -71.00  -33.00        0.4185
  56  29  -69.00  -33.00        0.4039
  57  29  -67.00  -33.00        0.3893
  58  29  -65.00  -33.00        0.3176
  59  29  -63.00  -33.00        0.7472
  60  29  -61.00  -33.00        1.1769
  61  29  -59.00  -33.00        1.5820
  62  29  -57.00  -33.00        1.6528
  63  29  -55.00  -33.00        1.7235
  64  29  -53.00  -33.00        2.1370
  65  29  -51.00  -33.00        1.7234
  66  29  -49.00  -33.00        1.3098
  67  29  -47.00  -33.00        0.9322
  68  29  -45.00  -33.00        0.8174
  69  29  -43.00  -33.00        0.7025
  70  29  -41.00  -33.00        0.5638
  71  29  -39.00  -33.00        0.4852
  72  29  -37.00  -33.00        0.4065
  73  29  -35.00  -33.00        0.3463
  74  29  -33.00  -33.00        0.3848
  75  29  -31.00  -33.00        0.4233
  76  29  -29.00  -33.00        0.5689
  77  29  -27.00  -33.00        0.6263
  78  29  -25.00  -33.00        0.6836
  79  29  -23.00  -33.00        0.6960
  80  29  -21.00  -33.00        0.6987
  81  29  -19.00  -33.00        0.7014
  82  29  -17.00  -33.00        0.7208
  83  29  -15.00  -33.00        0.7297
  84  29  -13.00  -33.00        0.7385
  85  29  -11.00  -33.00        0.6905
  86  29   -9.00  -33.00        0.6185
  87  29   -7.00  -33.00        0.5464
  88  29   -5.00  -33.00        0.4157
  89  29   -3.00  -33.00        0.3698
  90  29   -1.00  -33.00        0.3239
  91  29    1.00  -33.00        0.2890
  92  29    3.00  -33.00        0.3277
  93  29    5.00  -33.00        0.3664
  94  29    7.00  -33.00        0.5530
  95  29    9.00  -33.00        0.7085
  96  29   11.00  -33.00        0.8640
  97  29   13.00  -33.00        1.0344
  98  29   15.00  -33.00        1.0028
  99  29   17.00  -33.00        0.9712
 100  29   19.00  -33.00        0.0051
 101  29   21.00  -33.00       -0.1706
 102  29   23.00  -33.00       -0.3463
 103  29   25.00  -33.00        0.4223
 104  29   27.00  -33.00        0.3800
 105  29   29.00  -33.00        0.3376
 106  29   31.00  -33.00        0.4781
 107  29   33.00  -33.00        0.4585
 108  29   35.00  -33.00        0.4389
 109  29   37.00  -33.00        0.3676
 110  29   39.00  -33.00        0.3256
 111  29   41.00  -33.00        0.2836
 112  29   43.00  -33.00        0.2739
 113  29   45.00  -33.00        0.3406
 114  29   47.00  -33.00        0.4073
 115  29   49.00  -33.00        0.5600
 116  29   51.00  -33.00        0.6711
 117  29   53.00  -33.00        0.7822
 118  29   55.00  -33.00        1.0208
 119  29   57.00  -33.00        1.1808
 120  29   59.00  -33.00        1.3407
 121  29   61.00  -33.00        1.5744
 122  29   63.00  -33.00        1.6959
 123  29   65.00  -33.00        1.8173
 124  29   67.00  -33.00        1.9495
 125  29   69.00  -33.00        1.9578
 126  29   71.00  -33.00        1.9661
 127  29   73.00  -33.00        1.8619
 128  29   75.00  -33.00        1.7820
 129  29   77.00  -33.00        1.7020
 130  29   79.00  -33.00        1.5797
 131  29   81.00  -33.00        1.4625
 132  29   83.00  -33.00        1.3453
 133  29   85.00  -33.00        1.1266
 134  29   87.00  -33.00        1.0253
 135  29   89.00  -33.00        0.9241
 136  29   91.00  -33.00        0.8224
 137  29   93.00  -33.00        0.7528
 138  29   95.00  -33.00        0.6831
 139  29   97.00  -33.00        0.5583
 140  29   99.00  -33.00        0.4950
 141  29  101.00  -33.00        0.4316
 142  29  103.00  -33.00        0.3154
 143  29  105.00  -33.00        0.2297
 144  29  107.00  -33.00        0.1440
 145  29  109.00  -33.00        0.0170
 146  29  111.00  -33.00       -0.0866
 147  29  113.00  -33.00       -0.1902
 148  29  115.00  -33.00        0.5047
 149  29  117.00  -33.00        0.1874
 150  29  119.00  -33.00       -0.1299
 151  29  121.00  -33.00       -0.9692
 152  29  123.00  -33.00       -0.8687
 153  29  125.00  -33.00       -0.7683
 154  29  127.00  -33.00        0.2431
 155  29  129.00  -33.00        0.3341
 156  29  131.00  -33.00        0.4251
 157  29  133.00  -33.00       -0.1306
 158  29  135.00  -33.00       -0.2578
 159  29  137.00  -33.00       -0.3851
 160  29  139.00  -33.00       -0.3356
 161  29  141.00  -33.00       -0.3747
 162  29  143.00  -33.00       -0.4137
 163  29  145.00  -33.00       -0.6074
 164  29  147.00  -33.00       -0.5109
 165  29  149.00  -33.00       -0.4145
 166  29  151.00  -33.00       -0.4946
 167  29  153.00  -33.00        0.0553
 168  29  155.00  -33.00        0.6051
 169  29  157.00  -33.00        0.6323
 170  29  159.00  -33.00        0.6688
 171  29  161.00  -33.00        0.7054
 172  29  163.00  -33.00        0.7848
 173  29  165.00  -33.00        0.8184
 174  29  167.00  -33.00        0.8521
 175  29  169.00  -33.00        0.9163
 176  29  171.00  -33.00        0.9791
 177  29  173.00  -33.00        1.0418
 178  29  175.00  -33.00        1.1170
 179  29  177.00  -33.00        1.1312
 180  29  179.00  -33.00        1.1455
   1  30 -179.00  -31.00        1.2310
   2  30 -177.00  -31.00        1.2560
   3  30 -175.00  -31.00        1.2811
   4  30 -173.00  -31.00        1.3151
   5  30 -171.00  -31.00        1.3205
   6  30 -169.00  -31.00        1.3259
   7  30 -167.00  -31.00        1.3550
   8  30 -165.00  -31.00        1.3723
   9  30 -163.00  -31.00        1.3896
  10  30 -161.00  -31.00        1.4191
  11  30 -159.00  -31.00        1.4401
  12  30 -157.00  -31.00        1.4612
  13  30 -155.00  -31.00        1.4958
  14  30 -153.00  -31.00        1.5159
  15  30 -151.00  -31.00        1.5361
  16  30 -149.00  -31.00        1.5474
  17  30 -147.00  -31.00        1.5781
  18  30 -145.00  -31.00        1.6088
  19  30 -143.00  -31.00        1.6918
  20  30 -141.00  -31.00        1.7491
  21  30 -139.00  -31.00        1.8065
  22  30 -137.00  -31.00        1.9028
  23  30 -135.00  -31.00        1.9320
  24  30 -133.00  -31.00        1.9613
  25  30 -131.00  -31.00        1.9322
  26  30 -129.00  -31.00        1.8489
  27  30 -127.00  -31.00        1.7657
  28  30 -125.00  -31.00        1.5672
  29  30 -123.00  -31.00        1.4657
  30  30 -121.00  -31.00        1.3641
  31  30 -119.00  -31.00        1.2227
  32  30 -117.00  -31.00        1.1211
  33  30 -115.00  -31.00        1.0196
  34  30 -113.00  -31.00        0.8910
  35  30 -111.00  -31.00        0.8406
  36  30 -109.00  -31.00        0.7901
  37  30 -107.00  -31.00        0.6700
  38  30 -105.00  -31.00        0.5507
  39  30 -103.00  -31.00        0.4313
  40  30 -101.00  -31.00        0.2414
  41  30  -99.00  -31.00        0.1575
  42  30  -97.00  -31.00        0.0736
  43  30  -95.00  -31.00       -0.0153
  44  30  -93.00  -31.00       -0.0619
  45  30  -91.00  -31.00       -0.1085
  46  30  -89.00  -31.00       -0.1674
  47  30  -87.00  -31.00       -0.1421
  48  30  -85.00  -31.00       -0.1167
  49  30  -83.00  -31.00       -0.1377
  50  30  -81.00  -31.00       -0.2540
  51  30  -79.00  -31.00       -0.3703
  52  30  -77.00  -31.00       -0.5994
  53  30  -75.00  -31.00       -0.7015
  54  30  -73.00  -31.00       -0.8035
  55  30  -71.00  -31.00        0.3298
  56  30  -69.00  -31.00        0.3192
  57  30  -67.00  -31.00        0.3087
  58  30  -65.00  -31.00        0.1586
  59  30  -63.00  -31.00        0.4119
  60  30  -61.00  -31.00        0.6651
  61  30  -59.00  -31.00        1.7683
  62  30  -57.00  -31.00        2.1284
  63  30  -55.00  -31.00        2.4885
  64  30  -53.00  -31.00        1.3562
  65  30  -51.00  -31.00        1.3154
  66  30  -49.00  -31.00        1.2745
  67  30  -47.00  -31.00        0.9227
  68  30  -45.00  -31.00        0.7755
  69  30  -43.00  -31.00        0.6283
  70  30  -41.00  -31.00        0.4263
  71  30  -39.00  -31.00        0.3251
  72  30  -37.00  -31.00        0.2240
  73  30  -35.00  -31.00        0.1839
  74  30  -33.00  -31.00        0.2282
  75  30  -31.00  -31.00        0.2725
  76  30  -29.00  -31.00        0.4058
  77  30  -27.00  -31.00        0.4581
  78  30  -25.00  -31.00        0.5104
  79  30  -23.00  -31.00        0.5120
  80  30  -21.00  -31.00        0.5077
  81  30  -19.00  -31.00        0.5033
  82  30  -17.00  -31.00        0.5084
  83  30  -15.00  -31.00        0.4953
  84  30  -13.00  -31.00        0.4822
  85  30  -11.00  -31.00        0.3938
  86  30   -9.00  -31.00        0.3162
  87  30   -7.00  -31.00        0.2387
  88  30   -5.00  -31.00        0.1418
  89  30   -3.00  -31.00        0.1196
  90  30   -1.00  -31.00        0.0974
  91  30    1.00  -31.00        0.0883
  92  30    3.00  -31.00        0.1462
  93  30    5.00  -31.00        0.2041
  94  30    7.00  -31.00        0.4231
  95  30    9.00  -31.00        0.5820
  96  30   11.00  -31.00        0.7408
  97  30   13.00  -31.00        0.9066
  98  30   15.00  -31.00        0.9076
  99  30   17.00  -31.00        0.9086
 100  30   19.00  -31.00       -0.8830
 101  30   21.00  -31.00       -1.1053
 102  30   23.00  -31.00       -1.3276
 103  30   25.00  -31.00       -0.7835
