_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  41  24  -99.00  -43.00        0.4639
  42  24  -97.00  -43.00        0.5066
  43  24  -95.00  -43.00        0.5265
  44  24  -93.00  -43.00        0.5090
  45  24  -91.00  -43.00        0.4915
  46  24  -89.00  -43.00        0.4080
  47  24  -87.00  -43.00        0.4589
  48  24  -85.00  -43.00        0.5098
  49  24  -83.00  -43.00        0.6050
  50  24  -81.00  -43.00        0.5682
  51  24  -79.00  -43.00        0.5313
  52  24  -77.00  -43.00        0.4210
  53  24  -75.00  -43.00        0.3750
  54  24  -73.00  -43.00        0.3290
  55  24  -71.00  -43.00        0.6625
  56  24  -69.00  -43.00        0.6643
  57  24  -67.00  -43.00        0.6661
  58  24  -65.00  -43.00        0.6674
  59  24  -63.00  -43.00        0.8778
  60  24  -61.00  -43.00        1.0882
  61  24  -59.00  -43.00        1.5174
  62  24  -57.00  -43.00        1.7495
  63  24  -55.00  -43.00        1.9816
  64  24  -53.00  -43.00        2.1228
  65  24  -51.00  -43.00        2.0507
  66  24  -49.00  -43.00        1.9786
  67  24  -47.00  -43.00        1.7727
  68  24  -45.00  -43.00        1.7151
  69  24  -43.00  -43.00        1.6575
  70  24  -41.00  -43.00        1.5652
  71  24  -39.00  -43.00        1.4526
  72  24  -37.00  -43.00        1.3401
  73  24  -35.00  -43.00        1.2226
  74  24  -33.00  -43.00        1.1673
  75  24  -31.00  -43.00        1.1120
  76  24  -29.00  -43.00        1.0024
  77  24  -27.00  -43.00        0.9412
  78  24  -25.00  -43.00        0.8800
  79  24  -23.00  -43.00        0.7951
  80  24  -21.00  -43.00        0.7473
  81  24  -19.00  -43.00        0.6995
  82  24  -17.00  -43.00        0.6583
  83  24  -15.00  -43.00        0.6358
  84  24  -13.00  -43.00        0.6134
  85  24  -11.00  -43.00        0.5795
  86  24   -9.00  -43.00        0.5654
  87  24   -7.00  -43.00        0.5512
  88  24   -5.00  -43.00        0.5084
  89  24   -3.00  -43.00        0.4511
  90  24   -1.00  -43.00        0.3938
  91  24    1.00  -43.00        0.3090
  92  24    3.00  -43.00        0.3219
  93  24    5.00  -43.00        0.3347
  94  24    7.00  -43.00        0.4462
  95  24    9.00  -43.00        0.5291
  96  24   11.00  -43.00        0.6120
  97  24   13.00  -43.00        0.6603
  98  24   15.00  -43.00        0.5756
  99  24   17.00  -43.00        0.4909
 100  24   19.00  -43.00        0.3164
 101  24   21.00  -43.00        0.2468
 102  24   23.00  -43.00        0.1773
 103  24   25.00  -43.00        0.1095
 104  24   27.00  -43.00        0.1736
 105  24   29.00  -43.00        0.2376
 106  24   31.00  -43.00        0.3842
 107  24   33.00  -43.00        0.3434
 108  24   35.00  -43.00        0.3026
 109  24   37.00  -43.00        0.1529
 110  24   39.00  -43.00        0.1345
 111  24   41.00  -43.00        0.1162
 112  24   43.00  -43.00        0.1872
 113  24   45.00  -43.00        0.2403
 114  24   47.00  -43.00        0.2933
 115  24   49.00  -43.00        0.2745
 116  24   51.00  -43.00        0.2544
 117  24   53.00  -43.00        0.2343
 118  24   55.00  -43.00        0.2785
 119  24   57.00  -43.00        0.2700
 120  24   59.00  -43.00        0.2616
 121  24   61.00  -43.00        0.1787
 122  24   63.00  -43.00        0.1762
 123  24   65.00  -43.00        0.1737
 124  24   67.00  -43.00        0.2645
 125  24   69.00  -43.00        0.3413
 126  24   71.00  -43.00        0.4180
 127  24   73.00  -43.00        0.5958
 128  24   75.00  -43.00        0.6809
 129  24   77.00  -43.00        0.7660
 130  24   79.00  -43.00        0.8157
 131  24   81.00  -43.00        0.8476
 132  24   83.00  -43.00        0.8795
 133  24   85.00  -43.00        0.9495
 134  24   87.00  -43.00        0.9469
 135  24   89.00  -43.00        0.9443
 136  24   91.00  -43.00        0.9010
 137  24   93.00  -43.00        0.8981
 138  24   95.00  -43.00        0.8952
 139  24   97.00  -43.00        0.8727
 140  24   99.00  -43.00        0.8381
 141  24  101.00  -43.00        0.8035
 142  24  103.00  -43.00        0.6926
 143  24  105.00  -43.00        0.6440
 144  24  107.00  -43.00        0.5954
 145  24  109.00  -43.00        0.5361
 146  24  111.00  -43.00        0.5199
 147  24  113.00  -43.00        0.5037
 148  24  115.00  -43.00        0.4738
 149  24  117.00  -43.00        0.4312
 150  24  119.00  -43.00        0.3887
 151  24  121.00  -43.00        0.3148
 152  24  123.00  -43.00        0.2845
 153  24  125.00  -43.00        0.2541
 154  24  127.00  -43.00        0.2314
 155  24  129.00  -43.00        0.2485
 156  24  131.00  -43.00        0.2655
 157  24  133.00  -43.00        0.3533
 158  24  135.00  -43.00        0.4303
 159  24  137.00  -43.00        0.5074
 160  24  139.00  -43.00        0.6317
 161  24  141.00  -43.00        0.6870
 162  24  143.00  -43.00        0.7423
 163  24  145.00  -43.00        1.1254
 164  24  147.00  -43.00        1.1205
 165  24  149.00  -43.00        1.1155
 166  24  151.00  -43.00        0.8190
 167  24  153.00  -43.00        0.8285
 168  24  155.00  -43.00        0.8381
 169  24  157.00  -43.00        0.8517
 170  24  159.00  -43.00        0.8541
 171  24  161.00  -43.00        0.8564
 172  24  163.00  -43.00        0.8480
 173  24  165.00  -43.00        0.8513
 174  24  167.00  -43.00        0.8545
 175  24  169.00  -43.00        0.8560
 176  24  171.00  -43.00        1.4304
 177  24  173.00  -43.00        2.0048
 178  24  175.00  -43.00        0.7824
 179  24  177.00  -43.00        0.7657
 180  24  179.00  -43.00        0.7490
   1  25 -179.00  -41.00        0.8151
   2  25 -177.00  -41.00        0.8553
   3  25 -175.00  -41.00        0.8956
   4  25 -173.00  -41.00        0.9441
   5  25 -171.00  -41.00        0.9923
   6  25 -169.00  -41.00        1.0404
   7  25 -167.00  -41.00        1.1318
   8  25 -165.00  -41.00        1.1728
   9  25 -163.00  -41.00        1.2137
  10  25 -161.00  -41.00        1.2301
  11  25 -159.00  -41.00        1.2367
  12  25 -157.00  -41.00        1.2433
  13  25 -155.00  -41.00        1.2275
  14  25 -153.00  -41.00        1.2093
  15  25 -151.00  -41.00        1.1911
  16  25 -149.00  -41.00        1.1431
  17  25 -147.00  -41.00        1.0860
  18  25 -145.00  -41.00        1.0288
  19  25 -143.00  -41.00        0.9073
  20  25 -141.00  -41.00        0.8426
  21  25 -139.00  -41.00        0.7780
  22  25 -137.00  -41.00        0.6631
  23  25 -135.00  -41.00        0.5656
  24  25 -133.00  -41.00        0.4681
  25  25 -131.00  -41.00        0.3191
  26  25 -129.00  -41.00        0.2619
  27  25 -127.00  -41.00        0.2047
  28  25 -125.00  -41.00        0.1682
  29  25 -123.00  -41.00        0.1650
  30  25 -121.00  -41.00        0.1618
  31  25 -119.00  -41.00        0.1701
  32  25 -117.00  -41.00        0.2132
  33  25 -115.00  -41.00        0.2562
  34  25 -113.00  -41.00        0.3451
  35  25 -111.00  -41.00        0.3863
  36  25 -109.00  -41.00        0.4275
  37  25 -107.00  -41.00        0.4694
  38  25 -105.00  -41.00        0.4904
  39  25 -103.00  -41.00        0.5113
  40  25 -101.00  -41.00        0.5623
  41  25  -99.00  -41.00        0.6051
  42  25  -97.00  -41.00        0.6480
  43  25  -95.00  -41.00        0.6651
  44  25  -93.00  -41.00        0.6269
  45  25  -91.00  -41.00        0.5887
  46  25  -89.00  -41.00        0.5043
  47  25  -87.00  -41.00        0.5798
  48  25  -85.00  -41.00        0.6553
  49  25  -83.00  -41.00        0.7772
  50  25  -81.00  -41.00        0.6979
  51  25  -79.00  -41.00        0.6187
  52  25  -77.00  -41.00        0.4306
  53  25  -75.00  -41.00        0.5202
  54  25  -73.00  -41.00        0.6098
  55  25  -71.00  -41.00        0.6082
  56  25  -69.00  -41.00        0.6029
  57  25  -67.00  -41.00        0.5976
  58  25  -65.00  -41.00        0.5796
  59  25  -63.00  -41.00        0.7896
  60  25  -61.00  -41.00        0.9997
  61  25  -59.00  -41.00        1.2736
  62  25  -57.00  -41.00        1.4088
  63  25  -55.00  -41.00        1.5441
  64  25  -53.00  -41.00        1.6435
  65  25  -51.00  -41.00        1.6450
  66  25  -49.00  -41.00        1.6464
  67  25  -47.00  -41.00        1.5676
  68  25  -45.00  -41.00        1.5435
  69  25  -43.00  -41.00        1.5195
  70  25  -41.00  -41.00        1.4742
  71  25  -39.00  -41.00        1.3663
  72  25  -37.00  -41.00        1.2585
  73  25  -35.00  -41.00        1.1042
  74  25  -33.00  -41.00        1.0503
  75  25  -31.00  -41.00        0.9963
  76  25  -29.00  -41.00        0.8972
  77  25  -27.00  -41.00        0.8392
  78  25  -25.00  -41.00        0.7813
  79  25  -23.00  -41.00        0.7174
  80  25  -21.00  -41.00        0.6991
  81  25  -19.00  -41.00        0.6809
  82  25  -17.00  -41.00        0.6784
  83  25  -15.00  -41.00        0.6816
  84  25  -13.00  -41.00        0.6848
  85  25  -11.00  -41.00        0.6708
  86  25   -9.00  -41.00        0.6612
  87  25   -7.00  -41.00        0.6515
  88  25   -5.00  -41.00        0.6115
  89  25   -3.00  -41.00        0.5629
  90  25   -1.00  -41.00        0.5142
  91  25    1.00  -41.00        0.4436
  92  25    3.00  -41.00        0.4815
  93  25    5.00  -41.00        0.5194
  94  25    7.00  -41.00        0.6756
  95  25    9.00  -41.00        0.7571
  96  25   11.00  -41.00        0.8386
  97  25   13.00  -41.00        0.8672
  98  25   15.00  -41.00        0.7789
  99  25   17.00  -41.00        0.6906
 100  25   19.00  -41.00        0.5010
 101  25   21.00  -41.00        0.4313
 102  25   23.00  -41.00        0.3615
 103  25   25.00  -41.00        0.3057
 104  25   27.00  -41.00        0.3642
 105  25   29.00  -41.00        0.4226
 106  25   31.00  -41.00        0.5112
 107  25   33.00  -41.00        0.4143
 108  25   35.00  -41.00        0.3173
 109  25   37.00  -41.00        0.1410
 110  25   39.00  -41.00        0.1664
 111  25   41.00  -41.00        0.1917
 112  25   43.00  -41.00        0.3110
 113  25   45.00  -41.00        0.3629
 114  25   47.00  -41.00        0.4148
 115  25   49.00  -41.00        0.3920
 116  25   51.00  -41.00        0.3526
 117  25   53.00  -41.00        0.3133
 118  25   55.00  -41.00        0.3290
 119  25   57.00  -41.00        0.3442
 120  25   59.00  -41.00        0.3594
 121  25   61.00  -41.00        0.3277
 122  25   63.00  -41.00        0.3222
 123  25   65.00  -41.00        0.3168
 124  25   67.00  -41.00        0.3881
 125  25   69.00  -41.00        0.4621
 126  25   71.00  -41.00        0.5361
 127  25   73.00  -41.00        0.7129
 128  25   75.00  -41.00        0.8146
 129  25   77.00  -41.00        0.9164
 130  25   79.00  -41.00        0.9996
 131  25   81.00  -41.00        1.0294
 132  25   83.00  -41.00        1.0593
 133  25   85.00  -41.00        1.0951
 134  25   87.00  -41.00        1.0905
 135  25   89.00  -41.00        1.0858
 136  25   91.00  -41.00        1.0567
 137  25   93.00  -41.00        1.0434
 138  25   95.00  -41.00        1.0302
 139  25   97.00  -41.00        0.9693
 140  25   99.00  -41.00        0.9235
 141  25  101.00  -41.00        0.8778
 142  25  103.00  -41.00        0.7940
 143  25  105.00  -41.00        0.7364
 144  25  107.00  -41.00        0.6787
 145  25  109.00  -41.00        0.6044
 146  25  111.00  -41.00        0.5939
 147  25  113.00  -41.00        0.5834
 148  25  115.00  -41.00        0.5555
 149  25  117.00  -41.00        0.4891
 150  25  119.00  -41.00        0.4226
 151  25  121.00  -41.00        0.3222
 152  25  123.00  -41.00        0.3008
 153  25  125.00  -41.00        0.2794
 154  25  127.00  -41.00        0.2779
 155  25  129.00  -41.00        0.2949
 156  25  131.00  -41.00        0.3119
 157  25  133.00  -41.00        0.4018
 158  25  135.00  -41.00        0.4818
 159  25  137.00  -41.00        0.5619
 160  25  139.00  -41.00        0.6996
 161  25  141.00  -41.00        0.7529
 162  25  143.00  -41.00        0.8062
 163  25  145.00  -41.00        1.0162
 164  25  147.00  -41.00        1.0053
 165  25  149.00  -41.00        0.9944
 166  25  151.00  -41.00        0.8766
 167  25  153.00  -41.00        0.8826
 168  25  155.00  -41.00        0.8885
 169  25  157.00  -41.00        0.8728
 170  25  159.00  -41.00        0.8629
 171  25  161.00  -41.00        0.8530
 172  25  163.00  -41.00        0.8361
 173  25  165.00  -41.00        0.8364
 174  25  167.00  -41.00        0.8366
 175  25  169.00  -41.00        0.8464
 176  25  171.00  -41.00        1.4393
 177  25  173.00  -41.00        2.0321
 178  25  175.00  -41.00        2.0995
 179  25  177.00  -41.00        1.4220
 180  25  179.00  -41.00        0.7446
   1  26 -179.00  -39.00        0.8044
   2  26 -177.00  -39.00        0.8396
   3  26 -175.00  -39.00        0.8749
   4  26 -173.00  -39.00        0.9257
   5  26 -171.00  -39.00        0.9751
   6  26 -169.00  -39.00        1.0246
   7  26 -167.00  -39.00        1.1128
   8  26 -165.00  -39.00        1.1498
   9  26 -163.00  -39.00        1.1868
  10  26 -161.00  -39.00        1.2081
  11  26 -159.00  -39.00        1.2236
  12  26 -157.00  -39.00        1.2391
  13  26 -155.00  -39.00        1.2624
  14  26 -153.00  -39.00        1.2603
  15  26 -151.00  -39.00        1.2583
  16  26 -149.00  -39.00        1.2236
  17  26 -147.00  -39.00        1.1654
  18  26 -145.00  -39.00        1.1073
  19  26 -143.00  -39.00        0.9946
  20  26 -141.00  -39.00        0.9404
  21  26 -139.00  -39.00        0.8862
  22  26 -137.00  -39.00        0.7993
  23  26 -135.00  -39.00        0.7197
  24  26 -133.00  -39.00        0.6401
  25  26 -131.00  -39.00        0.5062
  26  26 -129.00  -39.00        0.4500
  27  26 -127.00  -39.00        0.3938
  28  26 -125.00  -39.00        0.3475
  29  26 -123.00  -39.00        0.3238
  30  26 -121.00  -39.00        0.3002
  31  26 -119.00  -39.00        0.2835
  32  26 -117.00  -39.00        0.3196
  33  26 -115.00  -39.00        0.3558
  34  26 -113.00  -39.00        0.4436
  35  26 -111.00  -39.00        0.4988
  36  26 -109.00  -39.00        0.5540
  37  26 -107.00  -39.00        0.6057
  38  26 -105.00  -39.00        0.6266
  39  26 -103.00  -39.00        0.6475
  40  26 -101.00  -39.00        0.6969
  41  26  -99.00  -39.00        0.7360
  42  26  -97.00  -39.00        0.7751
  43  26  -95.00  -39.00        0.7877
  44  26  -93.00  -39.00        0.7420
  45  26  -91.00  -39.00        0.6963
  46  26  -89.00  -39.00        0.6046
  47  26  -87.00  -39.00        0.6641
  48  26  -85.00  -39.00        0.7236
  49  26  -83.00  -39.00        0.7972
  50  26  -81.00  -39.00        0.6929
  51  26  -79.00  -39.00        0.5887
  52  26  -77.00  -39.00        0.3665
  53  26  -75.00  -39.00        0.4722
  54  26  -73.00  -39.00        0.5779
  55  26  -71.00  -39.00        0.5529
  56  26  -69.00  -39.00        0.5390
  57  26  -67.00  -39.00        0.5250
  58  26  -65.00  -39.00        0.4921
  59  26  -63.00  -39.00        0.5108
  60  26  -61.00  -39.00        0.5295
  61  26  -59.00  -39.00        1.0502
  62  26  -57.00  -39.00        1.0555
  63  26  -55.00  -39.00        1.0607
  64  26  -53.00  -39.00        1.1152
  65  26  -51.00  -39.00        1.1898
  66  26  -49.00  -39.00        1.2644
  67  26  -47.00  -39.00        1.3013
  68  26  -45.00  -39.00        1.2995
  69  26  -43.00  -39.00        1.2977
  70  26  -41.00  -39.00        1.2707
  71  26  -39.00  -39.00        1.1723
  72  26  -37.00  -39.00        1.0738
  73  26  -35.00  -39.00        0.9023
  74  26  -33.00  -39.00        0.8558
  75  26  -31.00  -39.00        0.8093
  76  26  -29.00  -39.00        0.7518
  77  26  -27.00  -39.00        0.7151
  78  26  -25.00  -39.00        0.6784
  79  26  -23.00  -39.00        0.6555
  80  26  -21.00  -39.00        0.6671
  81  26  -19.00  -39.00        0.6788
  82  26  -17.00  -39.00        0.7070
  83  26  -15.00  -39.00        0.7188
  84  26  -13.00  -39.00        0.7307
  85  26  -11.00  -39.00        0.7346
  86  26   -9.00  -39.00        0.7354
  87  26   -7.00  -39.00        0.7363
  88  26   -5.00  -39.00        0.7051
  89  26   -3.00  -39.00        0.6766
  90  26   -1.00  -39.00        0.6481
  91  26    1.00  -39.00        0.6075
  92  26    3.00  -39.00        0.6560
  93  26    5.00  -39.00        0.7045
  94  26    7.00  -39.00        0.8429
  95  26    9.00  -39.00        0.8698
  96  26   11.00  -39.00        0.8966
  97  26   13.00  -39.00        0.8317
  98  26   15.00  -39.00        0.7409
  99  26   17.00  -39.00        0.6502
 100  26   19.00  -39.00        0.4968
 101  26   21.00  -39.00        0.4568
 102  26   23.00  -39.00        0.4167
 103  26   25.00  -39.00        0.4125
 104  26   27.00  -39.00        0.4608
 105  26   29.00  -39.00        0.5091
 106  26   31.00  -39.00        0.5302
 107  26   33.00  -39.00        0.4163
 108  26   35.00  -39.00        0.3024
 109  26   37.00  -39.00        0.1386
 110  26   39.00  -39.00        0.1785
 111  26   41.00  -39.00        0.2184
 112  26   43.00  -39.00        0.3302
 113  26   45.00  -39.00        0.3710
 114  26   47.00  -39.00        0.4118
 115  26   49.00  -39.00        0.4090
 116  26   51.00  -39.00        0.3797
 117  26   53.00  -39.00        0.3505
 118  26   55.00  -39.00        0.3659
 119  26   57.00  -39.00        0.4006
 120  26   59.00  -39.00        0.4353
 121  26   61.00  -39.00        0.4545
 122  26   63.00  -39.00        0.4625
 123  26   65.00  -39.00        0.4705
